Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-July-2019,268.00,270.95,266.05,270.05,269.352034674751783208,1884945,3386,507713771.00,1722309,91.37,4.90,2.05
30-July-2019,268.55,269.90,266.50,269.00,268.529487172057280951,862765,5330,231677843.00,636920,73.82,3.40,0.45
29-July-2019,269.55,271.00,266.50,267.70,268.458722559551611396,205536,1943,55177932.00,79300,38.58,4.50,-1.85
26-July-2019,269.80,270.90,267.00,270.30,269.626309799057812348,195927,1782,52827074.00,71660,36.57,3.90,0.50
25-July-2019,271.00,272.50,267.05,268.00,269.590473782848233288,708067,2377,190888118.00,587360,82.95,5.45,-3.00
24-July-2019,270.70,273.25,268.00,270.85,270.144045580316400696,275031,2762,74297987.00,83412,30.33,5.25,0.15
23-July-2019,266.00,271.80,264.90,270.70,269.205993617787842915,388580,5519,104608065.00,189108,48.67,6.90,4.70
22-July-2019,268.40,268.40,264.05,264.40,265.255480833453383448,305428,4484,81016451.00,150240,49.19,4.35,-4.00
19-July-2019,273.50,274.15,268.05,268.40,269.924437880853770429,547126,5621,147682678.00,295414,53.99,6.10,-5.10
18-July-2019,273.50,274.90,272.30,272.95,273.726837394283978624,210706,2063,57675887.00,94095,44.66,2.60,-0.55
17-July-2019,272.00,273.20,270.70,272.80,272.176483487148196171,209776,2554,57096094.00,93638,44.64,2.50,0.80
16-July-2019,271.05,272.75,270.65,271.90,271.645851636283768943,291392,5224,79155428.00,148582,50.99,2.10,0.85
15-July-2019,275.10,275.60,270.50,270.90,271.300473519546774148,1277244,3891,346516902.00,1059779,82.97,5.10,-4.20
12-July-2019,277.50,277.50,273.20,274.95,274.932063335501878239,381208,2322,104806302.00,179855,47.18,4.30,-2.55
11-July-2019,273.70,276.90,273.70,275.70,275.771423778683135347,518641,3665,143026367.00,329339,63.50,3.20,2.00
10-July-2019,274.80,275.15,270.90,273.35,273.598671863440617382,513652,3804,140534505.00,272978,53.14,4.25,-1.45
9-July-2019,278.50,278.50,272.45,273.05,273.923252638553265164,620321,7436,169920346.00,357589,57.65,6.05,-5.45
8-July-2019,281.65,282.95,275.90,277.30,278.785220546168672842,700919,6353,195405858.00,352195,50.25,7.05,-4.35
5-July-2019,277.00,281.85,268.10,279.45,276.638824822110301482,1975803,12121,546583820.00,726634,36.78,13.75,2.45
4-July-2019,278.60,278.60,275.35,277.70,276.751165577099707294,629302,5372,174160062.00,340977,54.18,3.25,-0.90
3-July-2019,275.00,277.50,272.25,276.70,274.156069734877771562,561326,4391,153890930.00,327623,58.37,5.25,1.70
2-July-2019,275.15,275.90,273.30,273.75,273.899075494181571460,701564,4691,192157731.00,553461,78.89,2.60,-1.40
1-July-2019,274.90,276.35,274.10,274.85,275.088901054185910908,476766,2821,131153035.00,293239,61.51,2.25,-0.05
28-June-2019,274.20,275.40,272.65,273.95,273.981553603412175863,515331,3711,141191188.00,288716,56.03,2.75,-0.25
27-June-2019,278.00,278.15,272.95,273.55,274.910752259179064876,516338,4771,141946868.00,280398,54.31,5.20,-4.45
26-June-2019,278.50,278.65,276.55,277.35,277.443402417017553453,475462,2907,131913795.00,296002,62.26,2.10,-1.15
25-June-2019,275.70,279.95,274.45,278.25,278.255153911537666015,662361,9500,184305362.00,437213,66.01,5.50,2.55
24-June-2019,274.00,277.20,274.00,276.30,276.464196103826772786,430833,3544,119109899.00,284083,65.94,3.20,2.30
21-June-2019,277.90,277.90,273.35,274.25,274.293447087511772622,940742,5692,258039366.00,606842,64.51,4.55,-3.65
20-June-2019,278.35,278.35,275.35,277.15,276.154453696694423416,515190,4818,142272013.00,309089,60.00,3.00,-1.20
19-June-2019,276.00,278.90,275.50,277.35,277.000471607072427769,595835,3165,165046576.00,285581,47.93,3.40,1.35
18-June-2019,276.50,277.80,274.00,275.60,275.911381089644853232,1090704,6332,300937647.00,815219,74.74,3.80,-0.90
17-June-2019,279.00,279.00,274.45,275.30,275.534830054450492126,936447,4082,258023765.00,321447,34.33,4.55,-3.70
14-June-2019,280.70,280.70,277.25,277.95,278.482550277641913859,556112,4080,154867488.00,296002,53.23,3.45,-2.75
13-June-2019,279.90,281.25,278.55,279.85,279.857051190258244258,551687,2678,154393497.00,279631,50.69,2.70,-0.05
12-June-2019,281.90,281.90,278.25,280.00,279.671439035139446682,322202,2919,90110697.00,135326,42.00,3.65,-1.90
11-June-2019,280.30,281.50,279.40,280.00,280.311856111854653134,274213,2272,76865155.00,98872,36.06,2.10,-0.30
10-June-2019,278.00,280.50,277.10,279.60,279.590798050476010370,1670972,6517,467188395.00,1100020,65.83,3.40,1.60
7-June-2019,276.15,276.90,274.50,275.90,275.567386348729397729,404021,3572,111335011.00,183313,45.37,2.40,-0.25
6-June-2019,281.00,281.00,275.50,276.10,277.487182696579025516,407457,4447,113064095.00,154049,37.81,5.50,-4.90
4-June-2019,279.70,282.15,278.90,279.65,280.465650249334802754,492711,4705,138188511.00,179766,36.48,3.25,-0.05
3-June-2019,281.00,281.65,275.45,278.55,277.806444269802986368,738020,8822,205026712.00,312530,42.35,6.20,-2.45
31-May-2019,289.00,291.45,277.90,278.65,282.402638968141422929,1062006,8266,299913297.00,500329,47.11,13.55,-10.35
30-May-2019,289.55,290.90,288.20,289.10,289.796323906826681006,245478,2015,71138622.00,88672,36.12,2.70,-0.45
29-May-2019,289.95,291.50,287.95,288.35,289.505182312209659041,365088,2876,105694868.00,142974,39.16,3.55,-1.60
28-May-2019,291.25,291.70,288.20,289.00,290.014889080350756109,437569,4077,126901525.00,173402,39.63,3.50,-2.25
27-May-2019,292.00,293.55,289.25,290.40,290.925719842603862774,621108,4462,180696292.00,299553,48.23,4.30,-1.60
24-May-2019,292.00,292.00,287.50,290.15,289.707348180986559707,682128,9121,197617494.00,329408,48.29,4.50,-1.85
23-May-2019,304.90,305.55,287.10,288.50,293.930463222620969762,1376811,14807,404686695.00,536760,38.99,18.45,-16.40
22-May-2019,302.95,302.95,296.80,299.55,298.727984635568118803,665433,4746,198783459.00,338741,50.91,6.15,-3.40
21-May-2019,307.00,309.85,304.85,305.30,306.954522927681836443,682014,5078,209347282.00,270872,39.72,5.00,-1.70
20-May-2019,305.00,307.55,302.25,307.00,305.084269882644715561,434663,3738,132608844.00,190821,43.90,5.30,2.00
17-May-2019,296.15,302.25,295.00,301.40,298.730357479720807394,551304,11304,164691241.00,242770,44.04,7.25,5.25
16-May-2019,299.00,299.00,293.25,294.70,294.929224514081713605,403360,2618,118962652.00,191054,47.37,5.75,-4.30
